Student Number,Gender,Race Ethnicity,Parental Education,Lunch,Test Preparation,Math Score,Reading Score,Writing Score,Science Score,Total Score,Grade
std-8083,Female,group A,associate's degree,1,0,59,65,85,76,285,B
std-8084,Female,group B,some college,1,0,57,59,97,91,304,B
std-8085,Female,group A,high school,1,0,89,53,95,57,294,B
std-8086,Female,group C,associate's degree,0,1,41,50,32,45,168,D
std-8087,Female,group B,bachelor's degree,0,0,66,73,89,73,301,B
std-8088,Female,group B,some college,0,0,71,85,88,100,344,A
std-8089,Female,group C,bachelor's degree,1,1,51,75,63,79,268,B
std-8090,Female,group D,some college,0,1,45,70,64,62,241,C
std-8091,Female,group A,associate's degree,0,0,34,81,88,53,256,B
std-8092,Female,group B,some college,1,0,61,90,33,81,265,B
std-8093,Female,group D,some college,0,1,69,56,83,52,260,B
std-8094,Female,group E,some high school,0,1,84,100,64,45,293,B
std-8095,Female,group D,associate's degree,0,0,85,62,71,57,275,B
std-8096,Female,group C,master's degree,0,1,98,50,58,55,261,B
std-8097,Female,group D,some college,1,1,53,70,90,85,298,B
std-8098,Female,group E,some high school,1,0,81,58,94,77,310,B
std-8099,Female,group C,associate's degree,1,0,99,44,86,62,291,B
std-8100,Female,group C,associate's degree,1,0,83,81,63,67,294,B
std-8101,Female,group E,some high school,1,1,53,85,39,62,239,C
std-8102,Female,group C,bachelor's degree,0,0,60,58,80,83,281,B
std-8103,Female,group C,associate's degree,1,1,79,74,100,69,322,A
std-8104,Female,group A,high school,1,1,66,69,85,87,307,B
std-8105,Female,group E,some high school,0,1,69,85,98,84,336,A
std-8106,Female,group C,high school,1,0,69,34,82,69,254,B
std-8107,Female,group D,some high school,1,0,64,69,73,68,274,B
std-8108,Female,group A,bachelor's degree,0,0,78,89,97,70,334,A
std-8109,Female,group E,some high school,1,0,78,80,90,79,327,A
std-8110,Female,group D,bachelor's degree,0,0,56,70,93,68,287,B
std-8111,Female,group C,associate's degree,0,1,36,60,88,89,273,B
std-8112,Female,group B,high school,1,0,54,90,85,40,269,B
std-8113,Female,group B,high school,1,0,56,79,72,59,266,B
std-8114,Female,group D,some college,1,0,79,53,82,78,292,B
std-8115,Female,group C,some high school,1,1,41,69,53,39,202,C
std-8116,Female,group C,some college,1,1,86,61,71,77,295,B
std-8117,Female,group A,some college,1,1,55,66,62,53,236,C
std-8118,Female,group D,some college,0,0,66,91,78,78,313,B
std-8119,Female,group E,some college,0,0,87,63,94,68,312,B
std-8120,Female,group E,some college,1,1,59,56,100,75,290,B
std-8121,Female,group C,bachelor's degree,1,1,69,77,78,76,300,B
std-8122,Female,group C,some high school,0,1,87,54,67,55,263,B
std-8123,Female,group A,associate's degree,0,0,71,39,81,31,222,C
std-8124,Female,group A,some college,1,0,77,82,95,86,340,A
std-8125,Female,group D,some high school,1,1,82,81,89,61,313,B
std-8126,Female,group D,some college,1,1,31,73,60,66,230,C
std-8127,Female,group B,bachelor's degree,0,1,63,93,79,55,290,B
std-8128,Female,group D,some high school,1,0,88,56,83,77,304,B
std-8129,Female,group C,some high school,0,0,87,65,78,82,312,B
std-8130,Female,group E,bachelor's degree,1,0,27,40,96,81,244,C
std-8131,Female,group E,associate's degree,0,1,33,84,98,57,272,B
std-8132,Female,group C,master's degree,0,0,71,54,93,41,259,B
std-8133,Female,group A,high school,1,0,77,71,90,66,304,B
std-8134,Female,group A,some high school,1,0,27,89,28,60,204,C
std-8135,Female,group D,high school,0,0,90,82,86,91,349,A
std-8136,Female,group E,high school,0,1,87,68,65,73,293,B
std-8137,Female,group C,some high school,1,1,95,64,87,75,321,A
std-8138,Female,group E,high school,1,0,74,90,60,38,262,B
std-8139,Female,group C,associate's degree,1,0,86,63,98,47,294,B
std-8140,Female,group D,associate's degree,0,0,76,64,92,80,312,B
std-8141,Female,group A,master's degree,0,1,82,47,94,64,287,B
std-8142,Female,group C,some high school,1,1,52,95,84,41,272,B
std-8143,Female,group E,some high school,0,1,78,27,72,72,249,C
std-8144,Female,group E,high school,0,0,78,100,86,50,314,B
std-8145,Female,group C,associate's degree,1,1,61,88,54,56,259,B
std-8146,Female,group D,bachelor's degree,1,0,68,89,62,100,319,B
std-8147,Female,group C,bachelor's degree,1,1,64,61,70,77,272,B
std-8148,Female,group E,bachelor's degree,1,1,87,77,100,79,343,A
std-8149,Female,group D,associate's degree,1,0,55,41,73,100,269,B
std-8150,Female,group C,master's degree,1,1,59,92,54,80,285,B
std-8151,Female,group E,some college,1,0,73,67,69,83,292,B
std-8152,Female,group C,some college,1,0,58,76,61,99,294,B
std-8153,Female,group D,associate's degree,1,0,57,48,85,75,265,B
std-8154,Female,group B,high school,1,0,64,82,69,73,288,B
std-8155,Female,group D,bachelor's degree,0,0,32,93,67,77,269,B
std-8156,Female,group C,some college,1,1,69,32,71,75,247,C
std-8157,Female,group D,some college,1,0,88,39,47,81,255,B
std-8158,Female,group B,master's degree,1,0,55,89,88,100,332,A
std-8159,Female,group B,high school,0,1,63,81,86,78,308,B
std-8160,Female,group E,some college,0,0,75,87,69,95,326,A
std-8161,Female,group C,master's degree,1,0,27,51,79,52,209,C
std-8162,Female,group C,some college,0,0,60,61,96,97,314,B
std-8163,Female,group E,associate's degree,0,1,67,23,53,86,229,C
std-8164,Female,group A,some college,1,0,71,60,93,85,309,B
std-8165,Female,group A,associate's degree,1,1,62,62,74,96,294,B
std-8166,Female,group A,associate's degree,1,0,94,88,86,34,302,B
std-8167,Female,group A,some college,0,1,88,60,86,23,257,B
std-8168,Female,group C,some high school,0,0,51,63,82,52,248,C
std-8169,Female,group C,bachelor's degree,1,1,77,90,97,86,350,A
std-8170,Female,group B,some college,0,0,37,56,70,56,219,C
std-8171,Female,group D,some college,0,0,68,42,61,58,229,C
std-8172,Female,group D,high school,1,1,49,61,97,74,281,B
std-8173,Female,group D,high school,0,0,65,86,95,87,333,A
std-8174,Female,group B,bachelor's degree,1,0,61,62,81,91,295,B
std-8175,Female,group D,some high school,1,0,67,60,100,74,301,B
std-8176,Female,group C,high school,1,1,31,55,71,80,237,C
std-8177,Female,group C,high school,1,1,27,66,24,41,158,D
std-8178,Female,group A,high school,1,0,62,53,100,51,266,B
std-8179,Female,group E,some high school,1,0,27,72,71,92,262,B
std-8180,Female,group A,associate's degree,0,0,73,66,79,37,255,B
std-8181,Female,group A,some high school,0,0,53,76,100,63,292,B
std-8182,Female,group A,high school,1,1,70,72,83,55,280,B
std-8183,Female,group C,bachelor's degree,1,0,77,69,44,66,256,B
std-8184,Female,group E,some college,1,0,51,54,87,73,265,B
std-8185,Female,group D,associate's degree,0,0,70,66,93,45,274,B
std-8186,Female,group D,high school,0,0,69,75,100,47,291,B
std-8187,Female,group D,high school,1,0,68,52,72,100,292,B
std-8188,Female,group C,associate's degree,1,0,92,69,100,92,353,A
std-8189,Female,group C,associate's degree,1,1,62,71,80,98,311,B
std-8190,Female,group C,high school,0,0,82,51,90,69,292,B
std-8191,Female,group B,some college,0,1,51,79,79,57,266,B
std-8192,Female,group E,associate's degree,0,0,55,73,73,71,272,B
std-8193,Female,group C,some college,1,1,94,41,72,77,284,B
std-8194,Female,group A,some college,1,0,29,93,77,62,261,B
std-8195,Female,group D,some high school,1,1,72,61,82,78,293,B
std-8196,Female,group B,bachelor's degree,0,0,59,97,49,62,267,B
std-8197,Female,group B,high school,0,1,32,73,71,54,230,C
std-8198,Female,group C,associate's degree,1,0,45,57,72,47,221,C
std-8199,Female,group B,master's degree,1,1,91,76,94,86,347,A
std-8200,Female,group D,bachelor's degree,1,1,59,73,100,80,312,B
std-8201,Female,group C,associate's degree,1,1,82,80,80,50,292,B
std-8202,Female,group D,high school,1,0,72,40,79,67,258,B
std-8203,Female,group E,associate's degree,0,0,50,87,84,63,284,B
std-8204,Female,group C,some high school,1,0,61,53,44,96,254,B
std-8205,Female,group C,high school,0,0,75,84,76,68,303,B
std-8206,Female,group A,high school,0,0,48,64,100,81,293,B
std-8207,Female,group C,high school,0,0,53,100,48,85,286,B
std-8208,Female,group C,high school,1,1,51,87,96,42,276,B
std-8209,Female,group B,bachelor's degree,1,0,83,72,80,92,327,A
std-8210,Female,group D,associate's degree,1,1,81,70,95,84,330,A
std-8211,Female,group B,high school,1,0,63,74,39,64,240,C
std-8212,Female,group D,some high school,1,0,50,75,44,52,221,C
std-8213,Female,group A,some high school,1,0,59,40,45,53,197,D
std-8214,Female,group D,some college,0,0,74,51,81,74,280,B
std-8215,Female,group D,bachelor's degree,1,0,99,34,78,85,296,B
std-8216,Female,group D,some high school,0,0,58,87,70,73,288,B
std-8217,Female,group A,some high school,1,0,48,64,94,58,264,B
std-8218,Female,group C,associate's degree,0,0,48,61,76,51,236,C
std-8219,Female,group E,some college,1,0,56,75,96,89,316,B
std-8220,Female,group A,some college,0,0,66,89,61,86,302,B
std-8221,Female,group A,some high school,1,0,81,52,82,89,304,B
std-8222,Female,group D,some high school,1,1,86,58,77,77,298,B
std-8223,Female,B,associate's degree,1,0,28,88,53,79,248,C
std-8224,Female,group D,associate's degree,1,0,56,75,36,59,226,C
std-8225,Female,group A,some high school,1,1,56,67,67,56,246,C
std-8226,Female,group B,some college,1,1,70,61,83,83,297,B
std-8227,Female,group B,high school,1,0,93,63,66,92,314,B
std-8228,Female,group C,some college,1,0,86,63,51,76,276,B
std-8229,Female,group B,bachelor's degree,0,0,42,83,75,72,272,B
std-8230,Female,group E,high school,1,0,67,62,68,55,252,B
std-8231,Female,group B,associate's degree,1,0,70,59,89,58,276,B
std-8232,Female,group E,some college,1,1,84,89,85,90,348,A
std-8233,Female,group E,some college,1,0,59,23,72,31,185,D
std-8234,Female,group A,some college,1,1,50,49,54,64,217,C
std-8235,Female,group E,high school,1,1,68,47,55,56,226,C
std-8236,Female,group A,some high school,1,1,65,88,94,76,323,A
std-8237,Female,group B,associate's degree,1,0,64,69,91,88,312,B
std-8238,Female,group E,bachelor's degree,1,1,56,57,96,77,286,B
std-8239,Female,group B,high school,0,1,50,72,94,47,263,B
std-8240,Female,group C,high school,0,1,93,41,43,74,251,B
std-8241,Female,group C,some high school,1,0,76,63,88,42,269,B
std-8242,Female,group B,associate's degree,1,0,81,90,77,80,328,A
std-8243,Female,group C,high school,0,0,44,100,87,43,274,B
std-8244,Female,group C,some college,1,0,92,48,88,91,319,B
std-8245,Female,group C,bachelor's degree,1,1,50,62,74,78,264,B
std-8246,Female,group D,high school,0,0,38,85,60,59,242,C
std-8247,Female,group D,high school,0,1,53,56,86,64,259,B
std-8248,Female,group B,some high school,1,1,54,75,63,43,235,C
std-8249,Female,group B,some high school,1,1,67,68,89,57,281,B
std-8250,Female,group E,some college,1,0,30,90,100,79,299,B
std-8251,Female,group D,some college,1,0,91,54,83,56,284,B
std-8252,Female,group E,master's degree,1,0,59,65,72,62,258,B
std-8253,Female,group C,high school,1,1,36,86,74,45,241,C
std-8254,Female,group B,master's degree,0,0,55,65,84,84,288,B
std-8255,Female,group C,some college,0,1,75,40,95,96,306,B
std-8256,Female,group C,associate's degree,1,1,80,100,55,65,300,B
std-8257,Female,group C,some college,1,1,68,68,77,53,266,B
std-8258,Female,group A,master's degree,1,0,60,98,85,92,335,A
std-8259,Female,group D,some college,1,0,73,60,90,83,306,B
std-8260,Female,group E,some high school,1,0,99,53,56,73,281,B
std-8261,Female,group E,associate's degree,1,1,71,93,69,58,291,B
std-8262,Female,group A,bachelor's degree,0,0,50,79,80,56,265,B
std-8263,Female,group C,associate's degree,1,0,55,69,78,82,284,B
std-8264,Female,group D,associate's degree,1,1,45,48,76,43,212,C
std-8265,Female,group B,high school,1,0,100,34,82,61,277,B
std-8266,Female,group D,some high school,1,0,66,38,69,61,234,C
std-8267,Female,group C,master's degree,0,0,27,91,55,70,243,C
std-8268,Female,group D,some high school,1,0,58,41,54,85,238,C
std-8269,Female,group E,bachelor's degree,1,0,100,65,84,58,307,B
std-8270,Female,group D,bachelor's degree,1,0,69,60,81,67,277,B
std-8271,Female,group D,associate's degree,1,1,93,92,100,36,321,A
std-8272,Female,group C,associate's degree,0,0,58,79,93,41,271,B
std-8273,Female,group B,some high school,0,1,33,73,49,51,206,C
std-8274,Female,group B,some college,1,0,76,70,80,66,292,B
std-8275,Female,group A,some college,1,1,67,68,62,90,287,B
std-8276,Female,group C,high school,1,0,28,60,56,75,219,C
std-8277,Female,group E,high school,1,1,72,74,53,62,261,B
std-8278,Female,group D,some high school,1,0,27,61,81,82,251,B
std-8279,Female,group B,high school,1,0,42,60,39,55,196,D
std-8280,Female,group D,associate's degree,1,0,57,42,93,50,242,C
std-8281,Female,group B,bachelor's degree,1,0,62,41,58,75,236,C
std-8282,Female,group E,high school,1,0,27,94,100,94,315,B
std-8283,Female,group D,some college,1,1,77,85,80,55,297,B
std-8284,Female,group C,some college,1,1,83,24,84,80,271,B
std-8285,Female,group C,associate's degree,1,0,60,82,53,67,262,B
std-8286,Female,group D,some college,1,1,43,56,69,63,231,C
std-8287,Female,group D,high school,0,1,47,80,83,41,251,B
std-8288,Female,group E,high school,1,1,65,76,98,67,306,B
std-8289,Female,group D,associate's degree,1,1,68,59,84,64,275,B
std-8290,Female,group E,associate's degree,0,1,71,39,87,75,272,B
std-8291,Female,group E,some high school,1,0,36,40,100,67,243,C
std-8292,Female,group C,associate's degree,0,0,63,34,53,51,201,C
std-8293,Female,group C,bachelor's degree,1,1,59,76,73,88,296,B
std-8294,Female,group D,high school,1,1,62,72,54,48,236,C
std-8295,Female,group C,some high school,1,0,64,53,72,59,248,C
std-8296,Female,group B,associate's degree,0,0,51,40,75,78,244,C
std-8297,Female,group A,some high school,1,0,39,72,62,92,265,B
std-8298,Female,group D,associate's degree,1,0,92,23,87,77,279,B
std-8299,Female,group D,some high school,1,0,67,54,76,64,261,B
std-8300,Female,group C,some college,1,0,91,68,77,62,298,B
std-8301,Female,group E,bachelor's degree,0,1,54,68,58,76,256,B
std-8302,Female,group E,high school,0,0,76,49,91,86,302,B
std-8303,Female,group D,associate's degree,1,1,80,73,73,90,316,B
std-8304,Female,group C,associate's degree,1,0,57,79,69,79,284,B
std-8305,Female,group A,associate's degree,1,0,72,58,80,69,279,B
std-8306,Female,group A,high school,0,1,59,70,65,53,247,C
std-8307,Female,group A,some college,1,0,66,69,72,60,267,B
std-8308,Female,group B,associate's degree,1,0,54,70,55,53,232,C
std-8309,Female,group E,high school,1,0,76,82,89,24,271,B
std-8310,Female,group A,some high school,1,0,49,100,66,83,298,B
std-8311,Female,group E,associate's degree,0,0,36,70,67,36,209,C
std-8312,Female,group A,some college,1,0,74,82,79,57,292,B
std-8313,Female,group D,bachelor's degree,1,0,48,40,85,34,207,C
std-8314,Female,group D,some high school,0,1,64,54,62,39,219,C
std-8315,Female,group C,high school,1,1,63,38,81,60,242,C
std-8316,Female,group C,associate's degree,1,0,41,86,71,77,275,B
std-8317,Female,group D,high school,0,0,87,66,100,74,327,A
std-8318,Female,group C,some high school,1,1,66,98,68,88,320,A
std-8319,Female,group C,associate's degree,1,0,32,69,92,57,250,B
std-8320,Female,group B,some high school,1,0,73,93,73,62,301,B
std-8321,Female,group E,some college,1,0,32,76,100,60,268,B
std-8322,Female,group C,associate's degree,0,0,79,56,77,82,294,B
std-8323,Female,group D,some college,1,1,48,85,97,70,300,B
std-8324,Female,group C,associate's degree,1,1,40,53,65,37,195,D
std-8325,Female,group C,some college,1,0,55,73,66,53,247,C
std-8326,Female,group D,some high school,1,0,93,83,60,91,327,A
std-8327,Female,group B,some high school,1,0,68,46,90,55,259,B
std-8328,Female,group C,high school,1,0,48,38,93,43,222,C
std-8329,Female,group E,associate's degree,0,0,61,87,46,64,258,B
std-8330,Female,group A,bachelor's degree,1,1,76,80,99,88,343,A
std-8331,Female,group D,associate's degree,1,0,45,75,71,64,255,B
std-8332,Female,group E,master's degree,1,0,76,91,79,58,304,B
std-8333,Female,group E,some high school,0,0,66,65,81,70,282,B
std-8334,Female,group D,high school,1,1,79,76,100,92,347,A
std-8335,Female,group B,high school,1,0,51,56,76,58,241,C
std-8336,Female,group B,associate's degree,1,0,99,51,63,43,256,B
std-8337,Female,group D,some college,0,0,82,80,69,76,307,B
std-8338,Female,group C,some high school,1,1,72,96,87,96,351,A
std-8339,Female,group E,associate's degree,1,1,85,43,80,55,263,B
std-8340,Female,group D,some college,1,0,53,43,50,80,226,C
std-8341,Female,group B,associate's degree,0,1,66,55,45,80,246,C
std-8342,Female,group C,some college,1,0,79,54,67,66,266,B
std-8343,Female,group D,associate's degree,0,0,53,42,39,66,200,C
std-8344,Female,group B,associate's degree,0,0,36,82,74,45,237,C
std-8345,Female,group B,master's degree,1,1,39,78,95,55,267,B
std-8346,Female,group D,some high school,1,0,72,62,87,41,262,B
std-8347,Female,group A,high school,0,1,65,83,56,52,256,B
std-8348,Female,group C,high school,1,1,50,79,100,66,295,B
std-8349,Female,group E,associate's degree,1,0,100,60,67,86,313,B
std-8350,Female,group A,bachelor's degree,1,0,80,61,72,41,254,B
std-8351,Female,group D,some college,1,0,89,26,68,62,245,C
std-8352,Female,group D,associate's degree,1,1,58,75,79,52,264,B
std-8353,Female,group A,associate's degree,1,0,72,53,91,82,298,B
std-8354,Female,group A,some college,1,1,70,65,92,50,277,B
std-8355,Female,group A,some college,1,0,89,100,56,74,319,B
std-8356,Female,group C,high school,1,1,45,54,79,57,235,C
std-8357,Female,group D,bachelor's degree,1,0,76,31,94,89,290,B
std-8358,Female,group C,some college,0,1,87,37,100,94,318,B
